"","X2.5.","X25.","X50.","X75.","X97.5.","Mean","SD","firstquarter"
"cycle3",2.99283755866645,3.08933331628397,3.14959527000661,3.21996363169483,3.38912916675226,3.15957624402904,0.0987625371437823,14
"logb[1]3",-2.42485040956435,-1.96994174261988,-1.81479510844407,-1.69837635192924,-1.53190825525167,-1.85604362991205,0.224864426605943,14
"logb[2]3",-2.19922237833587,-1.99738083163835,-1.88750166872219,-1.77353900681918,-1.52904978123945,-1.88172690401068,0.170981572545471,14
"logb[3]3",-1.79651854158536,-1.64620289687766,-1.56743881179439,-1.48399250610617,-1.33680574795791,-1.5659365330435,0.120088657826196,14
"logb[4]3",-1.99571918314139,-1.82477553519502,-1.73973800388668,-1.64912536428716,-1.43530134600822,-1.73371933380061,0.139715507745971,14
"logb[5]3",-1.74574014049185,-1.59583870630467,-1.51532952020224,-1.4289234997376,-1.24664670990326,-1.51022358525139,0.125881202500212,14
"mu[1]3",0.0847120054254527,1.09666885331931,3.62802969197814,10.8773248313395,104.997345738214,24.6773681787939,491.898433554616,14
"mu[2]3",0.0861898143635442,1.18144380550004,3.83938893256813,11.7237694580244,110.795917779527,19.0514321908679,187.29815328712,14
"mu[3]3",0.0953101904101574,1.22685832104834,3.86186057604577,11.9423513065439,105.653512592869,17.0424174898518,66.0654750932212,14
"mu[4]3",0.0737628603944261,1.15584757717485,3.75915108794986,12.181235628205,107.357048215881,15.9772958848222,51.849232485081,14
"mu[5]3",0.100606521891391,1.24587975915423,3.78039739978219,11.184771128316,99.8213317429752,14.7953204720749,51.1155005725932,14
"mu[6]3",0.0983965645388385,1.34006971008042,4.5161855777043,12.5956257270782,80.0484849103695,13.2218986024356,30.6736000427685,14
"mu[7]3",0.103708140486937,1.27841290035215,4.10201992423477,12.9887468961921,81.7427009596847,13.4942762911355,32.4893171108636,14
"mu[8]3",0.0970639552383193,1.17050977558107,3.66962916550216,9.61969365033605,44.6838625921689,8.47499068600492,14.9010121316816,14
"mu[9]3",0.136775438225435,1.87667215400736,6.6203564874551,18.4867342808146,72.4645710244529,14.6327976496768,22.378345386578,14
"mu[10]3",0.113511085049226,1.84887177326874,6.87905978342256,17.874117927113,59.6380181528915,12.9140664217615,16.1305250989742,14
"mu[11]3",0.121327957508202,1.74648182136787,6.43665764498322,18.9727533519565,52.7234367928718,12.7315874022145,15.1416611397827,14
"mu[12]3",0.21702980330101,4.05753531581622,14.4019531528511,33.3698773068479,72.7391114820451,21.3173554302466,21.0086694317435,14
"mu[13]3",0.082435747224586,0.889856407223501,2.4228291592752,5.9459462361703,26.4579214558837,5.06626976911989,7.42029574018441,14
"mu[14]3",0.103596409994325,1.41917540852486,3.91217277358549,8.62071636817589,30.0612392088233,6.70627400619385,8.30646544815362,14
"mu[15]3",0.0923252830999686,1.1961161201707,3.32133654844929,7.4535122167007,26.628727715838,5.77366290373794,7.45297549355257,14
"mu[16]3",0.0523342480086507,0.704837364150227,2.01169504674436,4.76931775487407,18.6643850915106,3.80344773153632,5.15219148623938,14
"mu[17]3",0.224673077658952,4.3726719828512,16.5317177901311,36.7236611414798,82.3983662887118,23.8124352561245,23.7492578510648,14
"mu[18]3",0.125368891661957,1.85617262217348,6.1603907548249,17.6703043920453,55.0745153146527,12.4289708888202,15.2049927561901,14
"mu[19]3",0.103933906139434,1.64204627706837,5.95549463435051,18.0373357811242,59.6323855579666,12.9794412791915,16.6753352280187,14
"mu[20]3",0.082961795601925,0.93733354744446,2.93658331594223,8.42234274677645,41.7794956994421,7.42606956755837,11.7962812827633,14
"mu[21]3",0.0664983363085761,0.6584210921977,1.85199185740509,4.11930098177183,15.2650727299595,3.25852452647252,4.30078694470792,14
"mu[22]3",0.0663224255800662,0.694518346638508,1.84776390850782,4.41881096697435,17.2950926125604,3.53234589691298,4.79471994889278,14
"mu[23]3",0.0548105142275564,0.59371950923925,1.60354649682044,3.77176652648433,14.392552013115,3.04382183518938,4.67696140451759,14
"mu[24]3",0.115221267245265,2.01184577098321,7.98046368994084,24.4072107939993,80.2904866024015,17.1572300041174,22.2425177996194,14
"mu[25]3",0.102699876688102,1.75626496078651,6.94371975742221,22.1115913226193,80.0685351199731,16.3048360535174,22.2448154727367,14
"mu[26]3",0.339485611464485,7.8328199681228,28.1517961260377,54.9614200017004,114.532168292886,35.7684586178268,32.885464295561,14
"mu[27]3",0.0720767392331786,1.00134174555261,3.21597177858736,9.22859819537532,42.5069288685787,7.87131140342009,12.1806106352773,14
"mu[28]3",0.0698294612070842,1.05351103638216,3.28173656314075,9.12174485565942,42.8803053793996,7.72318616394701,11.9069176080225,14
"mu[29]3",0.0669877619764817,0.627848313264681,1.598429887963,3.8747118353555,15.3317988524673,3.19859988803599,4.79456480426258,14
"mu[30]3",0.273604032495336,7.11415572535788,15.6888423148302,29.3899436405009,70.1351635781203,20.9329860655036,19.2144544737765,14
"mu[31]3",0.0652101553918985,0.911613122471695,2.83015554671264,7.85703484797852,37.1987669135845,6.73914147326862,10.6346498067178,14
"mu[32]3",0.380020750694643,18.9549218991302,41.2605954602363,64.5447894919863,115.111580945207,44.2169023904187,31.9784883220678,14
"mu[33]3",0.0930032194189281,1.16629844137878,4.02292956190388,13.5566348353292,71.0662367605055,12.0882423633548,19.2961662984207,14
"mu[34]3",0.0552590591636017,0.64432454996062,1.87989018508954,4.95738089531832,30.4118624341159,4.71873725410837,8.55361399062778,14
"mu[35]3",0.0880285321882717,1.25046503946453,3.88514266348046,9.86441408767697,43.8802815908086,8.42008850414891,12.8072610226071,14
"mu[36]3",0.201295281021616,3.41156757704501,10.3225113207717,22.1861274571824,60.674351599999,15.5645838744206,16.6423401566588,14
"mu[37]3",0.0562724489169362,0.667950850136807,1.88754882846606,4.61509703305517,17.8884900009704,3.75213401388954,5.41358543499853,14
"mu[38]3",0.0887872319748832,1.52155977526136,5.45886519073992,16.1342115974162,51.9634142150939,11.3798567942544,14.5190103189815,14
"mu[39]3",0.226872290073445,5.23987327286655,22.0910490065361,43.6798664581264,88.0091984490718,27.7976790009531,25.5781302062867,14
"mu[40]3",0.129735974270739,1.91617305815875,8.0192743274548,28.8351085978322,84.1591217674406,19.0530283277501,24.1554548342389,14
"mu[41]3",0.0828753298406098,1.11809223145615,3.44120830543745,9.09039006472454,37.4356509693694,7.31540766061763,10.5602620931512,14
"mu[42]3",0.0656506908934496,0.718157940186766,1.9187397555577,4.63429977861443,20.6993096790644,3.89620373631414,5.84117115880185,14
"mu[43]3",0.106747655069049,1.25113021529271,3.64413542822145,8.71718775778326,28.237901221264,6.40256617128922,7.7992713053033,14
"mu[44]3",0.0631757661927121,0.943505677364543,2.81428582317539,6.88005595713475,24.7438391976227,5.23512224414711,6.63977982507372,14
"mu[45]3",0.478362349993573,13.9587482269765,30.7152350042535,47.7340693358827,84.6603089661529,32.8759676790935,23.8229207379685,14
"mu[46]3",0.15340524494274,2.33143416701647,7.38687095516564,18.2415473444178,53.4543270284188,12.9107568112047,14.7692150932991,14
"mu[47]3",0.0970676782742508,1.24089428380411,3.83118056618467,11.3082023630936,41.5458885384501,8.64508410342783,11.6261268286534,14
"mu[48]3",0.103861018728569,1.28498227567651,3.66473094705349,8.53625735405868,29.1191567400786,6.46511006807703,7.98968988441547,14
"mu[49]3",0.0920959498676775,1.33857475372711,3.50085499084461,7.79402456760865,20.9332330540986,5.47284939847471,5.75593896538191,14
"mu[50]3",0.0560179283033005,0.734167884207092,2.07268716184324,4.92712119543031,15.4959224706457,3.64372264517208,4.32576841294411,14
"mu[51]3",0.0451192127150783,0.483956948870191,1.30751753829124,2.89788841827711,9.93295217302308,2.25000462422685,2.78351682958,14
"mu[52]3",0.102633762861709,1.86095225326538,7.05583986952355,18.2318714719615,46.5827135027161,11.945735995648,13.1300559458578,14
"mu[53]3",4.47803509631949,25.5535824793666,39.2851949352615,52.8712125039684,78.3144137856213,39.6115489670689,19.1892032331286,14
"mu[54]3",0.0465929667917579,0.593531110434673,1.59848615915011,3.87688058338568,15.2745157120673,3.13151106035142,4.25213544756784,14
"mu[55]3",0.0480491832498243,0.654879128696535,1.69772445015752,3.96739846169589,15.7203506260356,3.1699710012198,4.27470922566989,14
"mu[56]3",0.0814250910217002,1.08386251286079,3.19411111709908,6.9408007423319,21.2679960018337,5.14089186563464,5.88219796209876,14
"mu[57]3",0.0993631472252701,1.34764454332811,3.54688342075168,7.41675140367965,20.5414545454612,5.35124494790752,5.65996517700356,14
"mu[58]3",0.0816857630010577,0.967336105309081,2.73587760738693,6.17750197453689,21.452712768095,4.68998702591913,5.66115915398285,14
"mu[59]3",0.0711747636882792,1.18365986305143,3.90325540990254,10.1454568338888,33.206402784212,7.35310541146398,8.91576614016153,14
"mu[60]3",2.67198130845912,25.0451678457356,39.0243501170224,51.8020707455684,76.1955667176475,38.4487596397467,19.2311464725237,14
"mu[61]3",0.182331195443148,2.93723574304349,7.79867039931173,14.7278424985358,33.2013518043832,10.1037643760659,8.97320790004171,14
"mu[62]3",0.346366293936516,4.83822853641809,9.53151822735647,15.7496267212267,30.5529972563733,11.1228634475652,8.16974450834085,14
"mu[63]3",0.0688577031634456,0.911013314123572,2.72239501235162,7.25234468924011,32.9793132085281,5.94880877585119,8.59643046957256,14
"mu[64]3",0.0385401075032549,0.376572612915413,0.914494123778611,1.93413933517044,5.52823827263179,1.43089056465549,1.58603098097253,14
"mu[65]3",2.05947742321444,24.8038383692769,34.1943255807205,42.2325120375147,58.2081542068188,33.0020440799763,13.861672849282,14
"mu[66]3",0.0417779299980591,0.545308376835741,1.42829254559092,3.17791923821901,10.4140470301174,2.40727501539612,2.99579438272252,14
"mu[67]3",0.0667520748267409,0.678866052046884,1.7719099622105,3.75115168921573,11.1351560084449,2.7334630178052,2.97918571180392,14
"mu[68]3",0.780182278861635,5.40089078982491,9.605901601674,15.1767639039205,29.1383717249107,10.97714272786,7.42637858561358,14
"mu[69]3",0.0518069294798742,0.491752624200814,1.33267837488696,3.10705403433927,22.9184585479565,3.25258089742668,6.48622090202793,14
"mu[70]3",4.99307959078819,11.5656749514988,16.129572655499,21.3516693191995,33.471676355487,16.8796705372218,7.40693089755036,14
"mu[71]3",4.26192932484502,10.9346700548665,15.7395891573758,21.2469012513015,33.6957826719438,16.5382239815125,7.61219342991967,14
"mu[72]3",0.0983045133272175,1.29987147442401,3.40080964201422,7.4535610256813,20.614319272166,5.31442753375261,5.5403319144279,14
"mu[73]3",0.0687685369279811,0.665662698345196,1.76019663917673,4.12916573327846,16.3737478341883,3.35974174364603,4.55483946713768,14
"mu[74]3",0.0574560513667621,0.676068152006732,2.06074167561741,6.08560361101426,27.472935932768,5.29347962403759,7.55544378032205,14
"mu[75]3",0.147552788968364,3.17376133189741,13.6175749730678,27.7198468702298,47.2840058381914,16.7677659186408,14.4667480182874,14
"mu[76]3",0.131643973423926,1.64130333587938,4.24743394461633,9.20055809789265,29.7243894499958,7.02361497157142,7.94852157566285,14
"mu[77]3",1.69906825599854,6.24511409221788,10.2858173090131,15.7527264840338,32.7455516720235,11.9966346666459,8.04111419317615,14
"mu[78]3",10.1873280141875,25.9712197757929,39.957841260786,55.6730331732906,84.3892056216011,41.9560893538541,20.2166700813964,14
"mu[79]3",0.71344184633672,11.0317768839479,24.0752762723639,41.1242794611202,72.0842874888772,27.5620421515468,20.0960583950776,14
"mu[80]3",0.0577803092378384,0.566815422363798,1.41599945831266,3.09491723927297,9.88948397543227,2.34585750181091,2.78760291113252,14
"mu[81]3",0.112328554157569,1.53761135968024,4.02805687707407,8.06080716428888,20.7156206188278,5.75528345283329,5.70349976396276,14
"mu[82]3",1.64375995161175,7.91512471995071,12.5182177420379,18.5242859922283,32.863574207517,13.8293954468234,8.02650584195772,14
"mu[83]3",3.74780143827544,24.1242793948989,44.7130355040211,59.921256535383,83.2321035714064,42.8613357035421,22.4797943811759,14
"mu[84]3",0.236126554890047,5.00358170555698,13.6719066650121,29.5175651416222,57.3932658457741,18.7009109116392,16.5522332586567,14
"mu[85]3",0.0564829724555344,0.555645034187047,1.47969435067228,3.49548965296187,12.3384795675647,2.68612468146075,3.42311089602273,14
"mu[86]3",0.0439924387207178,0.441560523204998,1.27836866582807,3.15387993802736,15.294066880992,2.77810490180255,4.35595726412556,14
"mu[87]3",0.0457137877507838,0.448836188542057,1.27323065355359,3.09487319508395,15.6601143280464,2.70855934467188,4.05499345201172,14
"mu[88]3",1.1066418868942,32.408790845908,47.7388587777415,58.2852493382675,76.4690310599383,44.0054225039891,20.1593025286528,14
"mu[89]3",0.0504212395272955,0.433111505420569,1.17696254610323,2.79911621912402,13.1308097696733,2.50437082287791,4.38401225355316,14
"mu[90]3",0.204154576748777,3.00535486650184,7.12733098984928,14.7564691084592,47.5827652800363,11.5415296690153,12.7098724429102,14
"mu[91]3",0.13741440506777,1.98822747139786,4.80194269023011,8.84099912628226,20.7582741809911,6.24586957044708,5.6652639370526,14
"mu[92]3",0.0928098680267686,1.0572025002082,2.69899261616138,5.49802766482979,15.2611644211549,3.97230963931535,4.12923415506886,14
"mu[93]3",0.0700506689017794,0.922347122937772,2.41784590618366,4.92783950047657,12.8655002924466,3.50708634891244,3.55856894474927,14
"mu[94]3",2.71289844617681,26.2063514450609,40.635311184928,54.4667558894957,84.1088995583863,40.9410928750179,21.3232322113141,14
"mu[95]3",0.065777303960538,0.945537237515015,2.7454776394168,7.12435976584452,30.227096817793,5.88476899050466,8.40927689721726,14
"mu[96]3",0.756485345465136,7.42747436744365,16.7780244954732,29.7755666427591,63.5606030880254,20.7691455977253,17.1065895456954,14
"mu[97]3",0.0956523099945803,1.39967954873509,4.61316790720647,11.6897247092362,39.8733299876401,8.7353227860649,11.0145538576279,14
"mu[98]3",0.321503851073699,6.00972504616736,14.6521577434082,28.074535473198,62.5264468111437,19.3921299721687,17.1220201285258,14
"mu[99]3",0.133254651503024,1.85300469119314,6.15023243404578,16.2159813044302,51.0863374758898,11.6915186075255,14.1057986433215,14
"mu[100]3",0.068352784244192,0.73306003888739,2.00030962740556,4.71905647635544,20.5496793856973,3.98988171844056,5.81707957542932,14
"mu[101]3",0.412461370659405,19.9563879029537,41.1768610907862,58.3605619470472,90.5235324526445,40.3827559217346,25.5319437626354,14
"mu[102]3",0.0808345911904984,1.1284488816299,3.35700097249599,9.44317489657706,48.7461523392261,8.29907244259994,12.5420695329958,14
"mu[103]3",0.166571892173494,2.81342825798721,10.3259281535651,24.8808753359381,63.4000199185405,16.482682057617,17.5753581356322,14
"mu[104]3",0.0584033058059281,0.665119568161105,1.81350539833889,4.41380716834288,17.0708117798859,3.52846276158716,4.78734836317196,14
"mu[105]3",0.0444691096732704,0.538414555723315,1.48739999611148,3.63361459738399,15.0304580007592,2.99160592197211,4.24911198291083,14
"mu[106]3",0.0908823801865264,1.15953537227679,3.99790866261418,11.3329925676774,35.4387750255426,8.05301977051608,9.86750045469213,14
"mu[107]3",0.123320564306641,1.8454377156741,5.55139330526553,12.8492606650219,34.0302614527318,8.92022305316611,9.6128677575945,14
"mu[108]3",0.0805439727048456,1.12078388206043,3.92042825590043,12.1776567034685,35.1769632073938,8.24266402125988,9.98839127101872,14
"mu[109]3",0.218254383485348,3.88097052485718,13.3404081195609,27.8315143701346,55.4730275036362,17.6885819257463,15.9143189809096,14
"mu[110]3",0.204857067286484,2.20355414053184,7.65798873373128,21.1213780433654,48.9492957260948,13.5445160397579,14.3360907280059,14
"mu[111]3",0.147779833013323,1.7224785128516,4.80403735069393,10.241008051466,29.1535908058615,7.44791308312144,7.96904312149867,14
"mu[112]3",0.0981433573403114,1.09910045726458,3.45537370684742,8.76562554489963,29.4500758535602,6.44191240452324,7.9380271439914,14
"mu[113]3",0.0892459355070746,1.08718811766792,3.12441301238409,7.56988404520351,26.0164209839162,5.69968576665994,7.02513553563765,14
"mu[114]3",0.0977147254051964,1.54511176400761,5.72725187310329,14.8143284301809,40.6043943955025,10.1254141822787,11.4722723272518,14
"mu[115]3",0.742482491958744,13.151495429615,28.063602266161,42.2029823398924,65.4106798648114,28.6638034340621,18.2783018904137,14
"mu[116]3",0.0563043430333896,0.666539048298612,1.92023622158092,4.82327903896446,17.5045857171251,3.7480208722882,4.85616684300579,14
"mu[117]3",0.0651955734193691,0.698835075527809,2.08083183941622,5.84775448435139,30.9771046947224,5.15461918281827,7.86901755084132,14
"mu[118]3",0.0846241051826772,1.34552467395363,3.75706568755137,9.01065283784581,30.7859274009134,6.76363578568174,8.14617794308286,14
"mu[119]3",0.0915757447286217,1.38122303988341,4.02562466226601,10.1057413332653,33.9180676372474,7.58887415873932,9.13306875629794,14
"mu[120]3",0.251819747806981,6.3670487127852,26.0357994192886,42.3305571772506,67.041304674948,26.5833919977636,20.4679936119688,14
"mu[121]3",0.0398115609205001,0.496450058723641,1.41364347537376,3.43205758128944,14.4401284719185,2.9207902182523,4.46032694818015,14
"mu[122]3",0.14606089582432,2.60011514429364,9.50782438858677,23.5233250081523,54.1518166121619,15.2045852802156,15.5739006949681,14
"mu[123]3",0.0593956587314473,0.8309196485898,2.59136852816874,6.76722453283683,28.4612121142729,5.45757084930953,7.80792943837112,14
"mu[124]3",0.0560557122139886,0.7189879635716,2.35399067515582,7.15012422233417,39.238404124685,6.44684256418344,10.1148782612526,14
"mu[125]3",0.560067164939358,18.5586502106213,37.2556006095744,51.4487282553251,76.7348184611743,35.8773034004196,21.7213485400597,14
"mu[126]3",0.0588462558709549,0.629344949739978,1.82651842555416,4.77780194155738,27.0349092415331,4.34841952190855,7.21811930444128,14
"mu[127]3",0.047746341436016,0.8821042660678,3.03537078292954,9.37612104014014,52.5843459655034,8.57539665789633,13.7924218468366,14
"mu[128]3",0.0786330854239464,0.911356831645507,2.53907407891932,5.54556493849465,16.6464630990906,4.03331295698276,4.58249379558494,14
"mu[129]3",0.155366825710066,2.44546484664863,6.69436844423828,14.1145651408913,39.0071560403651,9.96670027237904,10.4149428745839,14
"mu[130]3",1.37527014969602,13.8051344786403,26.7964878743266,45.9398373159844,86.8013431194107,31.9414872947878,23.0491912622448,14
"mu[131]3",0.295501980276614,17.2165561639208,39.8094356907472,59.2609429067279,96.6043834679431,40.4111178407567,27.3207978104233,14
"mu[132]3",0.0868980027048151,1.02419993903475,3.25401473347178,8.75456992809239,45.2354392272929,7.70192318045957,11.7816009355736,14
"mu[133]3",0.0592501107103015,0.627560622101277,1.7867410550855,4.34414979221962,16.8942794874169,3.48623168198037,4.9651106082374,14
"mu[134]3",0.0722880252140493,1.18661415068288,3.7297745247437,9.82289187129467,41.0301492624265,7.92684487691397,11.2718977255755,14
"mu[135]3",1.51106794552738,22.9424683101871,40.8266882518142,56.6219447719513,88.7292841082203,40.8370653831125,23.3550780355438,14
"mu[136]3",0.106522417185044,1.59303065921215,5.02096118770131,12.0749328036702,45.445454851681,9.35909412227425,11.8814726501783,14
"mu[137]3",0.105450243720286,1.62893450652854,5.32263613766347,14.2761816792974,41.4677649771716,9.97551135391384,11.7107170540534,14
"mu[138]3",0.0487863590290484,0.745000703505801,2.2203426576238,6.28322312382291,30.2718841233568,5.35249476015711,7.96308593516731,14
"mu[139]3",0.565367762828468,9.41951878377763,26.9953885433791,40.6770921391039,62.8288444941757,26.8781797536439,18.6226814906539,14
"mu[140]3",0.0677357664366877,0.778843805314175,2.24483132549686,5.76901653497337,28.1834438461401,5.04488725317917,7.42109999185476,14
"mu[141]3",0.0606206810797691,1.07312201691445,3.31833611826915,8.9325923447253,30.7485945684454,6.64007182877034,8.34824635754441,14
"mu[142]3",0.075761369859145,1.07107855684176,3.19592840297268,8.25722746606426,27.0588642965851,6.01894837369627,7.34830071615898,14
"mu[143]3",0.057214864603435,0.609805130387091,1.63933580318944,3.81625749121838,15.7571343940271,3.16594804131202,4.45118363409737,14
"mu[144]3",8.37114556251659,30.605994068874,42.0044250394158,52.7091684642948,73.5983169488076,41.6494242222705,16.5134434751688,14
"mu[145]3",0.0961534301662582,1.56138338056021,5.13912808744128,13.732010947737,38.3439183098662,9.27997338185157,10.5526993320469,14
"mu[146]3",0.0494472877924339,0.645242123649964,1.97371587968018,5.07593939883955,21.7463097404443,4.22493282554273,5.935852334726,14
"mu[147]3",0.0472370737350197,0.600822843163276,1.79216196921605,4.75587440787022,21.4801650011435,4.03205916355113,5.70391457828947,14
"mu[148]3",0.0996174479878223,1.3535797313805,5.36433749574654,18.2502800787535,39.7583153580854,10.8881682528935,11.9980103710659,14
"mu[149]3",0.0647049953510992,0.721055321274592,2.33530398473269,8.13262718248521,40.1810373356085,7.51281524870371,11.2490712110403,14
"mu[150]3",0.153065555337109,3.13320176292259,11.7737732087493,24.3815728412055,44.0021024103994,14.9756495129986,13.0906071538186,14
"mu[151]3",0.0619879617560542,0.706346039216313,1.89155386225927,4.25343302507815,13.8078956043014,3.18469044664698,3.82135750716283,14
"mu[152]3",0.0413244496426984,0.434402543419468,1.06498473740288,2.2017932815393,7.17852816157141,1.6948464316425,1.96023289289732,14
"mu[153]3",0.0999030333245858,1.19844297302126,3.60897707044488,9.10095457067239,30.9926403268232,6.86303608912624,8.48417224253383,14
"mu[154]3",4.482811316454,28.0141508708791,37.2284866232933,46.125713849727,62.1605827416732,36.400717661688,14.1184778946624,14
"mu[155]3",0.0346379303212756,0.455628345377414,1.2021235590524,2.59360099266054,8.36869286307109,1.96283178022085,2.29151891068704,14
"mu[156]3",0.0438562969425119,0.399214936505545,1.12174098484989,2.50722581844894,8.786992379361,1.97248740877112,2.55662992480334,14
"mu[157]3",0.0916553190807675,0.877563274466378,2.69586402824043,7.80205361242138,25.0902734998462,5.65525528441245,7.0475148164238,14
"mu[158]3",0.0510782762538672,0.736370882983422,2.1641398912972,6.34751049736449,27.3621173768645,5.24730526080693,7.41175059151507,14
"mu[159]3",0.624776261718647,21.6615770290645,32.6991568988687,40.7757871396587,54.5838620409161,30.6386902630445,14.1910461208114,14
"mu[160]3",0.0538758136563774,0.618187648242075,1.66225186314868,3.93030398308434,13.6931298258781,3.01853514408781,3.72873215985488,14
"mu[161]3",0.0682255792692595,1.10935998683398,2.95998505515226,6.50317383902175,20.9174101672663,4.86808847247891,5.58179893861246,14
"mu[162]3",0.0425961995472974,0.450323328707331,1.15572417458428,2.49647962814234,7.8378283805748,1.87885672098556,2.15168645374712,14
"mu[163]3",0.0519694912946594,0.546550512624509,1.3900000476375,2.93444625194851,8.10325170987603,2.14021526364491,2.31325453054641,14
"mu[164]3",0.0628410648689257,0.709923968553289,1.95148551044051,4.49061030596206,13.5152122420701,3.26112013471067,3.73988447532219,14
"mu[165]3",36.4325012005283,49.945620467972,57.0048762992497,64.5189131728384,79.7317400328572,57.4198730963712,10.9758823015397,14
"mu[166]3",0.0377322923993552,0.33678102114416,0.8116439809021,1.72267200634453,5.57658749783519,1.33223523563746,1.65597993355724,14
"mu[167]3",0.0449830608564508,0.44836667768169,1.15381326138272,2.50749108443578,8.43360815167357,1.92672863772829,2.38803267942433,14
"mu[168]3",0.0673330688259844,0.761960230215647,1.94782076687072,4.01996788088528,11.9549157549642,3.00290985379912,3.31179750928785,14
"mu[169]3",0.0464690948023317,0.454475270063657,1.14807999698418,2.55630389526489,7.46573703092855,1.84345461081008,2.0593825567388,14
"mu[170]3",0.0379834703677603,0.388476782943852,0.964097364135366,2.05928951514631,6.07242060495711,1.52739849044639,1.67708560378229,14
"mu[171]3",0.0602764966741346,0.618459195917971,1.83247288018432,4.53510886514394,16.8475089007176,3.52920051449677,4.62592513496999,14
"mu[172]3",6.09559667333124,24.1203883203835,32.5944861771263,41.6447417375522,61.3422930344712,32.9114449570446,13.5330193036999,14
"mu[173]3",0.126059334045515,1.94538810417589,6.84128901039733,16.0844715402561,40.9117510474624,10.8414059898004,11.4127063632893,14
"mu[174]3",0.0485935133048112,0.501785309651726,1.35003733904867,3.10169649535946,11.873579615113,2.46574394385574,3.34231505338716,14
"mu[175]3",0.139819978036588,2.62629256469129,8.83059004079629,18.5022571565296,38.3373603159263,11.8266693736452,10.8907187042325,14
"mu[176]3",0.0565720685797559,0.668754441683173,1.93879189135545,4.70630591778568,18.9577747624199,3.78941805180233,5.09049770523981,14
"mu[177]3",0.0683652953471326,0.917023935592796,2.58923421520812,5.91822634984887,19.9781922028723,4.43626384169982,5.21154153694587,14
"mu[178]3",0.0539319963129777,0.634458657298346,1.75868778466727,4.22821278612019,13.7506602611436,3.1645686750552,3.96933685808482,14
"mu[179]3",13.3405148168871,27.707500122902,34.7929064893674,41.2609619204794,55.3499721428931,34.5518103532574,10.4666858801685,14
"mu[180]3",0.0596712836648672,0.752529969488385,1.87507312529626,3.89580027930124,13.4171216202451,3.03459155048071,3.65052317729916,14
"mu[181]3",0.0408167377451486,0.320880377963216,0.804129061815473,1.71503632322989,6.32687831648052,1.37541141282853,1.74779282930651,14
"mu[182]3",0.0307236510503029,0.332382454990806,0.823784749049214,1.8214118322435,6.03956374467988,1.41593589152552,1.79043148132061,14
"mu[183]3",0.0447218037496921,0.441345485703507,1.08233006738118,2.355585847094,7.87559879674447,1.84371044993959,2.26034109876645,14
"mu[184]3",0.046485428565466,0.467017195948696,1.25657070147268,2.8347911562206,10.4096304557954,2.23934701214474,2.96267548409188,14
"mu[185]3",0.313055472147164,10.2119209662805,23.7073217050939,34.6847336294239,55.1511796578758,23.6084667075829,15.7301990515177,14
"mu[186]3",4.84407265563218,16.4583529876906,25.710325991926,38.0008580720879,57.7277455630488,27.791006880157,14.3810144746692,14
"mu[187]3",0.0418184873610279,0.394617111330181,0.971712151861518,2.13878717099712,6.52420311983649,1.59235901789677,1.8460849829146,14
"mu[188]3",0.0327400573849492,0.340038015966578,0.823462026196105,1.75059220497488,5.76942225359626,1.33828533835758,1.57288508408183,14
"mu[189]3",0.026449160475491,0.297075346131828,0.743064773894474,1.67851274799567,5.78767372638686,1.308575022692,1.68542681352103,14
"mu[190]3",0.0433197675140865,0.459441613363808,1.18710462809507,3.02273813288087,12.221250828862,2.43919818814005,3.55725227859857,14
"mu[191]3",0.0331952262216639,0.316004314162275,0.814162607832503,1.75374691524661,5.825090159806,1.37808813115707,1.77150409759618,14
"mu[192]3",0.125552915062515,3.33813893802325,19.032912442271,44.2311992375525,87.6574011891041,26.6157268584769,26.3563055955182,14
"mu[193]2",0.186573433394099,4.5240338995874,25.0798259010318,46.1396882755952,90.4292414186679,28.9624464286335,26.7065368810672,14
"mu[194]1",0.0262857920278108,0.300651694224861,0.77105874185949,1.62485248912901,5.07265964883686,1.22775920203165,1.4118134965782,14
"mu.b3",-2.40818586645978,-1.90947205195729,-1.71275317170216,-1.51114372251554,-1.05406524986703,-1.71298941627363,0.336743325860107,14
"r3",0.71472075823891,0.770063078405216,0.797723265782286,0.826569906135551,0.887337734144219,0.798700184612185,0.0435099863875326,14
"rg3",0.680661358201581,0.725745265816698,0.75266023820588,0.778221547899044,0.832077494394741,0.753167045125372,0.0387991339523875,14
"tau3",0.159883831317277,0.261721411139965,0.344514539960625,0.455642730950592,0.841188175668591,0.381969422677475,0.17294244650556,14
"tau.b3",0.56264791198436,1.52594963445711,2.39866983745877,3.58700129729187,6.67868462651568,2.7226750810704,1.60715055857119,14
"b[1]4",0.0291234907441119,0.0531070700315028,0.0653658349132835,0.0764296993154527,0.0983367120771418,0.0647701803830247,0.0173840995791953,16
"b[2]4",0.0390681004990642,0.0643264615067007,0.0788335996454702,0.0915921850004516,0.118316089764763,0.0783031010715936,0.0200405917684991,16
"b[3]4",0.0345494721414325,0.0608878097543166,0.0747348628765705,0.0875366043866908,0.112045347405314,0.0741302448056838,0.019571474824496,16
"b[4]4",0.0369632726189514,0.0645182394348609,0.0799054202511274,0.0932407648206068,0.117062356364315,0.0788408348760236,0.0203755538126659,16
"b[5]4",0.036282128132388,0.0647313373386542,0.0802409403858128,0.0932050319494168,0.118288752695531,0.0793418406316069,0.0206341621081382,16
