"","X2.5.","X25.","X50.","X75.","X97.5.","Mean","SD","firstquarter"
"mu[188]",0.234993464590266,1.66736614264168,3.43660956812835,6.51158497926197,18.8690228402618,4.97673267425628,5.29678460604498,8
"mu[189]",0.22219681362497,1.55946794445468,3.40590273944336,6.59565142580487,20.5711239964727,5.07551172530292,5.4828921751104,8
"mu[190]",0.209756371613961,1.38007146742233,2.92554968160631,5.41052124681144,15.5608100136842,4.15845868173241,4.43106218892786,8
"mu[191]",0.144651291475514,1.19523129028349,2.54768216745635,5.11096807769832,20.2283533503374,4.53555936648466,8.1675144354206,8
"mu[192]",0.138856926090535,0.934735078222634,1.91723289205805,3.55155980891733,11.5345517993928,2.92524376627968,3.79138579507665,8
"mu.b",-3.36296988361509,-2.11547144732273,-1.77261368186242,-1.46554338886166,-0.797060214623173,-1.83828806914573,0.661979172732454,8
"r",0.622593978237393,0.743258952433723,0.826304321983549,0.923250559137588,1.13118019550463,0.840838723444004,0.132366154283478,8
"rg",0.192516663483199,0.234101723272677,0.260564959803579,0.290014953082675,0.352991194153868,0.263961881972027,0.0417278546509588,8
"tau",0.311456269684422,0.584042706596448,0.843009318532541,1.3143593687944,2.65743306357177,1.02479348638904,0.6265962298865,8
"tau.b",0.150015302797127,0.727856472851285,1.31438598029403,2.14667836619058,4.65771696170432,1.59373452785053,1.18184250747555,8
"b[1]1",0.0139717200962464,0.0906641703149112,0.128348814853291,0.172129518086787,0.275327086144914,0.133431525493262,0.0650892304987358,10
"b[2]1",0.017245380031515,0.08301677880344,0.121383932555892,0.170599327871897,0.303580408052114,0.13186545842425,0.0727437097310392,10
"b[3]1",0.0716389661543165,0.138835187461842,0.189628127394264,0.248245027844917,0.389285222476411,0.200818473900115,0.0831167080334297,10
"b[4]1",0.0999864695214224,0.171830041789291,0.226963105260584,0.306502143540138,0.528075492168206,0.249184116021561,0.106248675122077,10
"b[5]1",0.0754419044250294,0.136730267495761,0.184534134285082,0.245835213123475,0.421001846956869,0.199757684512844,0.0879973142582241,10
