date,Sheet,Casa,Collection,nr_ copo,treatment,period_lado,start time,end time,Net type,Name,Af unfed,Af part,Af fed ,Af semi,Af_gravid,Af male,Ag unfed,Ag part,Ag fed,Ag semi,Ag_gravid,Ag male ,At female,At male,africana,uniformis,Ms female,africana2,uniformis2,Ms male,Cx female,Cx male,Ae female,Othersp,Sp A female,Sp A male,Marcado.f,colour,Marcado.M,Marcado.m.colour,Marcado Ag f,Marcado Ag m,Observacoes,number
29/09/2004,247,282,exit,,0,0,0,00:00,,edne,12,0,0,0,7,136,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2655
29/09/2004,247,326,exit,,0,0,0,00:00,,antonio,6,0,0,0,11,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2657
30/09/2004,247,300,exit,,0,0,0,00:00,,antonio,8,0,0,0,12,46,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2665
30/09/2004,247,150,exit,,0,0,0,00:00,,edne,5,0,0,0,15,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2666
29/09/2004,247,3154,exit,,0,0,0,00:00,,nelson,15,0,0,0,11,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2668
30/09/2004,247,manuel,exit,,0,0,0,00:00,,nelson,2,0,0,3,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,NA,0,NA,0,0,,2669
04/10/2004,247,411,exit,,0,0,0,00:00,,antonio,1,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,,2673
05/10/2004,247,1350,exit,,0,0,0,00:00,,nelson,9,0,0,0,24,50,2,0,0,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,NA,0,0,,2677
05/10/2004,247,234,exit,,0,0,0,00:00,,antonio,4,0,0,0,23,77,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2680
07/11/2004,248,150,exit,,0,0,0,00:00,,anabela,1,0,0,0,5,32,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2681
07/11/2004,248,282,exit,,0,0,0,00:00,,Ricardina,11,0,0,0,8,73,3,0,0,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2682
07/11/2004,248,6,exit,,0,0,0,00:00,,marcia,3,0,0,0,14,65,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2683
07/11/2004,248,12,exit,,0,0,0,00:00,,Mateus,1,0,0,0,12,84,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2684
07/11/2004,248,3154,exit,,0,0,0,00:00,,antonio,10,0,0,0,9,82,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2685
27/10/2004,249,ct5,exit,,0,0,0,00:00,,nelson,24,0,0,0,26,308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,NA,0,NA,0,0,,2699
27/10/2004,249,234,exit,,0,0,0,00:00,,antonio,16,0,0,0,11,48,1,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2700
27/10/2004,249,282,exit,,0,0,0,00:00,,edne,4,0,0,0,6,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2701
28/10/2004,249,367,exit,,0,0,0,00:00,,edne,1,0,0,0,24,61,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2704
28/10/2004,249,3154,exit,,0,0,0,00:00,,antonio,23,0,0,0,14,373,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,NA,0,0,,2705
31/10/2004,249,150,exit,,0,0,0,00:00,,edne,1,0,0,0,9,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2707
01/11/2004,249,12,exit,,0,0,0,00:00,,edne,12,0,0,0,16,121,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,0,NA,0,0,,2709
01/11/2004,249,3154,exit,,0,0,0,00:00,,Ricardina,22,0,0,0,6,116,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2711
01/11/2004,249,281,exit,,0,0,0,00:00,,Mateus,3,1,0,0,15,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,NA,0,NA,0,0,,2712
02/11/2004,249,NA,exit,,0,0,0,00:00,,anabela,12,0,0,0,14,41,5,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2717
02/11/2004,249,3155,exit,,0,0,0,00:00,,Ricardina,4,0,0,0,13,2,4,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2718
02/11/2004,249,13,exit,,0,0,0,00:00,,marcia,27,0,0,0,22,138,4,0,0,0,6,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,NA,0,0,,2719
04/11/2004,250,10,exit,,0,0,0,00:00,,anabela,6,0,0,0,12,39,4,0,0,0,3,11,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,NA,0,NA,0,0,,2730
03/11/2004,250,219,exit,,0,0,0,00:00,,Mateus,21,0,0,6,50,60,5,0,0,0,7,7,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,NA,0,NA,0,0,,2731
03/11/2004,250,3155,exit,,0,0,0,00:00,,marcia,4,0,0,2,28,12,3,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2732
03/11/2004,250,NA,exit,,0,0,0,00:00,,Ricardina,5,0,0,0,4,66,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2733
02/11/2004,250,281,exit,,0,0,0,00:00,,Mateus,17,0,0,0,1,59,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,NA,0,NA,0,0,,2734
04/11/2004,250,278,exit,,0,0,0,00:00,,Ricardina,5,0,0,0,2,82,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,NA,0,0,,2743
04/11/2004,250,298,exit,,0,0,0,00:00,,anabela,2,0,0,0,1,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,NA,0,NA,0,0,,2744
04/11/2004,250,3155,exit,,0,0,0,00:00,,Mateus,3,0,0,0,13,21,4,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2745
04/11/2004,250,150,exit,,0,0,0,00:00,,marcia,7,0,0,0,2,69,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2747
19/10/2004,251,3154,exit,,0,0,0,00:00,,antonio,37,0,0,0,22,745,1,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2751
19/10/2004,251,1394,exit,,0,0,0,00:00,,edne,2,1,0,0,48,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,NA,0,NA,0,0,,2753
20/10/2004,251,1324,exit,,0,0,0,00:00,,edne,7,0,0,1,12,60,0,1,0,0,0,4,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,NA,0,NA,0,0,,2754
20/10/2004,251,282,exit,,0,0,0,00:00,,nelson,58,0,0,0,16,244,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2756
21/10/2004,251,367,exit,,0,0,0,00:00,,edne,0,0,0,0,13,32,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,NA,0,NA,0,0,,2760
21/10/2004,251,219,exit,,0,0,0,00:00,,antonio,11,0,0,1,38,38,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2761
21/10/2004,251,1273,exit,,0,0,0,00:00,,nelson,9,0,0,0,27,55,4,0,0,0,1,23,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,NA,0,NA,0,0,,2762
25/10/2004,251,12,exit,,0,0,0,00:00,,antonio,15,0,0,0,8,222,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,NA,0,NA,0,0,,2764
24/10/2004,251,292,exit,,0,0,0,00:00,,edne,4,0,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2766
25/10/2004,251,6,exit,,0,0,0,00:00,,nelson,11,0,0,0,40,247,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2767
25/10/2004,251,150,exit,,0,0,0,00:00,,edne,10,0,0,0,9,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,NA,0,0,,2768
26/10/2004,251,235,exit,,0,0,0,00:00,,edne,0,0,0,0,25,37,3,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2769
26/10/2004,251,310,exit,,0,0,0,00:00,,antonio,0,0,0,0,14,18,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2771
26/10/2004,251,3154,exit,,0,0,0,00:00,,nelson,16,0,0,0,5,113,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2772
05/10/2004,253,150,exit,,0,0,0,00:00,,edne,3,0,0,0,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2782
06/10/2004,253,1323,exit,,0,0,0,00:00,,antonio,5,0,0,0,34,53,1,0,0,0,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2783
06/10/2004,253,263,exit,,0,0,0,00:00,,edne,1,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2787
07/10/2004,253,jacinto,exit,,0,0,0,00:00,,nelson,4,0,0,0,1,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2788
07/10/2004,253,310,exit,,0,0,0,00:00,,antonio,0,1,0,1,9,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2792
07/10/2004,253,367,exit,,0,0,0,00:00,,edne,8,0,0,0,1,39,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2794
11/10/2004,253,219,exit,,0,0,0,00:00,,nelson,4,0,0,0,27,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2795
12/10/2004,253,1346,exit,,0,0,0,00:00,,nelson,1,0,0,0,11,91,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,0,NA,0,0,,2798
12/10/2004,253,282,exit,,0,0,0,00:00,,nelson,15,0,0,0,3,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2799
13/10/2004,253,250,exit,,0,0,0,00:00,,edne,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,0,NA,0,0,,2804
13/10/2004,253,386,exit,,0,0,0,00:00,,antonio,13,1,0,0,19,36,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,NA,0,NA,0,0,,2806
13/10/2004,253,ct4,exit,,0,0,0,00:00,,nelson,0,0,0,0,68,94,4,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2807
09/11/2004,254,6,exit,,0,0,0,00:00,,helena,11,0,0,2,22,61,0,0,0,4,2,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,NA,0,NA,0,0,,2808
09/11/2004,254,282,exit,,0,0,0,00:00,,marcia,11,0,0,1,5,64,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2809
09/11/2004,254,201,exit,,0,0,0,00:00,,anabela,4,0,0,0,2,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,NA,0,0,,2810
09/11/2004,254,3155,exit,,0,0,0,00:00,,Ricardina,12,0,0,4,27,12,1,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2811
09/11/2004,254,150,exit,,0,0,0,00:00,,Mateus,13,0,0,2,15,89,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,NA,0,NA,0,0,,2812
10/11/2004,254,281,exit,,0,0,0,00:00,,anabela,7,0,0,0,1,60,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,1,NA,0,0,,2822
10/11/2004,254,6,exit,,0,0,0,00:00,,helena,8,0,0,3,48,30,0,0,0,0,11,2,0,0,0,0,0,0,0,0,7,14,0,0,0,0,0,NA,1,NA,0,0,,2823
10/11/2004,254,150,exit,,0,0,0,00:00,,Mateus,16,0,0,0,5,78,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,NA,0,NA,0,0,,2824
10/11/2004,254,282,exit,,0,0,0,00:00,,marcia,13,0,0,0,6,55,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,,2825
10/11/2004,254,3155,exit,,0,0,0,00:00,,Ricardina,19,0,0,2,23,38,6,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2826
11/11/2004,255,281,exit,,0,0,0,00:00,,Ilda,2,0,0,0,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,NA,2,NA,0,0,,2837
11/11/2004,255,282,exit,,0,0,0,00:00,,Mateus,3,0,0,0,3,39,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2838
11/11/2004,255,6,exit,,0,0,0,00:00,,helena,22,0,0,0,53,78,0,0,0,3,2,3,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,NA,0,NA,0,0,,2839
11/11/2004,255,150,exit,,0,0,0,00:00,,marcia,21,0,0,0,6,112,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,2,NA,0,0,,2840
11/11/2004,255,3157,exit,,0,0,0,00:00,,anabela,0,0,0,1,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,NA,0,0,,2841
08/11/2004,256,6,exit,,0,0,0,00:00,,anabela,9,0,0,0,26,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,NA,1,NA,0,0,,2848
08/11/2004,256,12,exit,,0,0,0,00:00,,Mateus,9,0,0,4,8,76,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2850
08/11/2004,256,150,exit,,0,0,0,00:00,,Ricardina,7,0,0,0,19,48,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,NA,0,NA,0,0,,2852
08/11/2004,256,282,exit,,0,0,0,00:00,,marcia,5,0,0,1,2,51,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2853
08/11/2004,256,287,exit,,0,0,0,00:00,,helena,0,0,0,0,5,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2854
02/09/2004,257,1346,exit,,0,0,0,00:00,,nelson,1,0,0,0,8,58,4,0,0,0,2,8,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,NA,0,NA,0,0,,2868
02/09/2004,257,282,exit,,0,0,0,00:00,,edne,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2869
02/09/2004,257,1115,exit,,0,0,0,00:00,,antonio,1,0,0,3,16,36,1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,NA,0,0,,2871
05/09/2004,257,283,exit,,0,0,0,00:00,,edne,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,,2874
08/09/2004,257,150,exit,,0,0,0,00:00,,edne,2,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2876
08/09/2004,257,1361,exit,,0,0,0,00:00,,antonio,3,0,0,0,0,6,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,NA,0,0,,2877
08/09/2004,257,1323,exit,,0,0,0,00:00,,nelson,17,0,0,2,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,NA,0,NA,0,0,,2878
09/09/2004,257,1347,exit,,0,0,0,00:00,,nelson,1,0,0,1,1,34,2,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2881
09/09/2004,257,1371,exit,,0,0,0,00:00,,antonio,3,0,0,0,4,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,NA,0,NA,0,0,,2882
13/09/2004,257,286,exit,,0,0,0,00:00,,antonio,21,0,0,1,5,72,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,NA,0,NA,0,0,,2887
13/09/2004,257,282,exit,,0,0,0,00:00,,edne,1,0,0,1,19,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,NA,0,0,,2888
13/09/2004,257,234,exit,,0,0,0,00:00,,nelson,15,0,0,0,28,41,3,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2889
14/09/2004,257,325,exit,,0,0,0,00:00,,nelson,0,0,0,0,18,96,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2890
14/09/2004,257,181,exit,,0,0,0,00:00,,edne,13,0,0,0,33,131,0,0,0,0,3,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,NA,0,0,,2891
26/08/2004,258,1324,exit,,0,0,0,00:00,,nelson,4,0,0,3,16,125,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,NA,0,NA,0,0,,2895
30/08/2004,258,281,exit,,0,0,0,00:00,,nelson,8,0,0,0,6,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,NA,0,0,,2901
30/08/2004,258,282,exit,,0,0,0,00:00,,edne,1,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2903
30/08/2004,258,338,exit,,0,0,0,00:00,,antonio,4,0,0,0,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2904
31/08/2004,258,1326,exit,,0,0,0,00:00,,antonio,1,0,0,0,7,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,NA,0,0,,2907
31/08/2004,258,234,exit,,0,0,0,00:00,,nelson,5,0,0,0,19,91,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2908
01/09/2004,258,12,exit,,0,0,0,00:00,,antonio,9,0,0,1,4,192,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,NA,0,NA,0,0,,2912
01/09/2004,258,1322,exit,,0,0,0,00:00,,nelson,1,1,0,0,18,66,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,NA,0,NA,0,0,,2915
19/08/2004,259,325,exit,,0,0,0,00:00,,antonio,6,0,0,0,40,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2919
19/08/2004,259,219,exit,,0,0,0,00:00,,nelson,6,0,0,0,13,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2920
20/08/2004,259,229,exit,,0,0,0,00:00,,edne,2,0,0,0,7,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2923
21/08/2004,259,249,exit,,0,0,0,00:00,,edne,3,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2924
23/08/2004,259,1134,exit,,0,0,0,00:00,,antonio,2,1,0,0,8,182,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,NA,0,NA,0,0,,2926
23/08/2004,259,526,exit,,0,0,0,00:00,,edne,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,0,NA,0,0,,2927
23/08/2004,259,43,exit,,0,0,0,00:00,,nelson,1,0,0,0,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2928
24/08/2004,259,282,exit,,0,0,0,00:00,,nelson,3,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2930
24/08/2004,259,411,exit,,0,0,0,00:00,,antonio,0,0,0,1,4,20,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,,2931
25/08/2004,259,235,exit,,0,0,0,00:00,,nelson,1,0,0,0,6,77,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2935
25/08/2004,259,899,exit,,0,0,0,00:00,,antonio,0,0,0,0,3,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2937
24/08/2004,259,526,exit,,0,0,0,00:00,,edne,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2938
26/08/2004,259,183,exit,,0,0,0,00:00,,antonio,1,0,0,1,25,45,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2942
12/08/2004,260,286,exit,,0,0,0,00:00,,nelson,2,0,0,0,8,46,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2944
12/08/2004,260,raimo,exit,,0,0,0,00:00,,antonio,7,0,0,0,13,32,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2947
12/08/2004,260,284,exit,,0,0,0,00:00,,edne,0,0,0,0,0,20,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2949
15/08/2004,260,250,exit,,0,0,0,00:00,,edne,1,0,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2951
16/08/2004,260,300,exit,,0,0,0,00:00,,antonio,2,0,0,0,8,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2952
16/08/2004,260,249,exit,,0,0,0,00:00,,edne,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2953
16/08/2004,260,CT5,exit,,0,0,0,00:00,,nelson,1,0,0,0,4,51,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2954
18/08/2004,260,luis,exit,,0,0,0,00:00,,antonio,0,0,0,0,29,17,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2961
18/08/2004,260,3155,exit,,0,0,0,00:00,,nelson,0,0,0,0,4,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2962
18/08/2004,260,89,exit,,0,0,0,00:00,,edne,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2963
07/08/2004,261,282,exit,,0,0,0,00:00,,edne,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,,2970
09/08/2004,261,283,exit,,0,0,0,00:00,,edne,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2971
09/08/2004,261,338,exit,,0,0,0,00:00,,antonio,2,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2972
09/08/2004,261,1323,exit,,0,0,0,00:00,,nelson,5,0,0,0,16,221,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA,0,NA,0,0,,2973
10/08/2004,261,3156,exit,,0,0,0,00:00,,nelson,14,0,0,0,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,NA,0,NA,0,0,,2977
10/08/2004,261,326,exit,,0,0,0,00:00,,antonio,7,0,0,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,NA,0,NA,0,0,,2981
11/08/2004,261,219,exit,,0,0,0,00:00,,nelson,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2985
11/08/2004,261,281,exit,,0,0,0,00:00,,antonio,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2987
22/09/2004,262,219,exit,,0,0,0,00:00,,nelson,15,1,0,0,27,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,NA,0,0,,2990
22/09/2004,262,282,exit,,0,0,0,00:00,,antonio,7,0,0,0,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,NA,0,NA,0,0,,2991
22/09/2004,262,298,exit,,0,0,0,00:00,,edne,6,0,0,0,3,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,,2996
