number,Plate,row,col,Casa,Data,Coll,Especies,Numero,Amostra,abdomen,Resultado
2739,6,c,7,234,07/04/2006,s,funestus,10,1,gravid,0
532,6,d,7,23,05/01/2007,s,funestus,10,1,gravid,0
533,6,e,7,23,05/01/2007,s,funestus,10,1,gravid,0
2741,6,e,7,23,07/04/2006,s,funestus,10,1,gravid,0
534,6,f,7,3236,27/03/2006,s,funestus,8,1,gravid,0
2742,6,f,7,234,07/04/2006,s,funestus,10,1,gravid,3
535,6,g,7,234,27/03/2006,s,funestus,10,1,gravid,0
536,6,h,7,234,27/03/2006,s,funestus,10,1,gravid,3
2746,6,b,8,3232,07/04/2006,s,funestus,10,1,gravid,0
2747,6,c,8,3232,08/04/2006,s,funestus,10,1,gravid,3
545,6,a,9,365,14/12/2005,s,funestus,1,1,gravid,0
546,6,b,9,365,14/12/2005,s,funestus,1,1,gravid,0
2754,6,b,9,3156,08/04/2006,s,funestus,7,1,gravid,0
547,6,c,9,365,14/12/2005,s,funestus,1,1,gravid,0
2755,6,c,9,922,27/01/2005,s,funestus,10,1,gravid,1
548,6,d,9,365,14/12/2005,s,funestus,5,1,gravid,0
549,6,e,9,365,14/12/2005,s,funestus,10,1,gravid,0
2757,6,e,9,3156,08/04/2006,s,funestus,10,1,gravid,3
2758,6,f,9,922,27/01/2005,s,funestus,10,1,gravid,2
551,6,g,9,365,14/12/2005,s,funestus,10,1,gravid,0
553,6,a,10,35,29/03/2007,s,funestus,10,1,gravid,0
554,6,b,10,24,29/03/2007,s,funestus,10,1,gravid,0
555,6,c,10,24,29/03/2007,s,funestus,10,1,gravid,0
556,6,d,10,24,29/03/2007,s,funestus,9,1,gravid,0
558,6,f,10,35,29/03/2007,s,funestus,10,1,gravid,0
559,6,g,10,35,29/03/2007,s,funestus,10,1,gravid,0
2767,6,g,10,298,28/01/2005,s,gambiae,10,1,gravid,0
560,6,h,10,35,29/03/2007,s,funestus,10,1,gravid,0
561,6,a,11,3235,30/03/2006,s,funestus,10,1,gravid,3
2769,6,a,11,joaquina,02/09/2010,s,funestus,10,1,gravid,1
2772,6,d,11,joaquina,02/09/2010,s,funestus,7,1,gravid,0
567,6,g,11,3236,30/03/2006,s,funestus,10,1,gravid,0
568,6,h,11,3236,30/03/2006,s,funestus,10,1,gravid,0
2776,6,h,11,1645,02/09/2010,s,funestus,10,1,gravid,0
569,6,a,12,3236,31/03/2006,s,funestus,10,1,gravid,3
570,6,b,12,3235,31/03/2006,s,funestus,10,1,gravid,0
571,6,c,12,3235,31/03/2006,s,funestus,10,1,gravid,0
572,6,d,12,3235,31/03/2006,s,funestus,10,1,gravid,3
573,6,e,12,3236,31/03/2006,s,funestus,10,1,gravid,0
574,6,f,12,234,31/03/2006,s,funestus,10,1,gravid,3
575,6,g,12,3236,31/03/2006,s,funestus,10,1,gravid,3
582,7,f,1,ct4,21/03/2006,s,funestus,10,1,gravid,0
585,7,a,2,287,31/05/2004,s,funestus,10,1,gravid,0
590,7,f,2,3833,21/03/2007,s,funestus,10,1,gravid,0
591,7,g,2,3833,21/03/2007,s,funestus,10,1,gravid,1
592,7,h,2,3833,21/03/2007,s,funestus,10,1,gravid,1
593,7,a,3,3156,22/03/2006,s,funestus,10,1,gravid,0
594,7,b,3,3156,22/03/2006,s,funestus,10,1,gravid,0
595,7,c,3,3156,22/03/2006,s,funestus,6,1,gravid,0
596,7,d,3,234,22/03/2006,s,funestus,10,1,gravid,3
597,7,e,3,ct4,22/03/2006,s,funestus,10,1,gravid,0
598,7,f,3,3232,22/03/2006,s,funestus,10,1,gravid,3
600,7,h,3,23,22/03/2006,s,funestus,9,1,gravid,3
603,7,c,4,23,04/01/2007,s,funestus,10,1,gravid,0
604,7,d,4,23,04/01/2007,s,funestus,10,1,gravid,0
605,7,e,4,23,04/01/2007,s,funestus,10,1,gravid,0
606,7,f,4,23,04/01/2007,s,funestus,10,1,gravid,0
607,7,g,4,365,14/12/2005,s,funestus,5,1,gravid,0
610,7,b,5,150,24/03/2006,s,funestus,10,1,gravid,0
611,7,c,5,3236,24/03/2006,s,funestus,9,1,gravid,3
612,7,d,5,3236,24/03/2006,s,funestus,10,1,gravid,0
613,7,e,5,234,24/03/2006,s,funestus,10,1,gravid,0
614,7,f,5,922,05/01/2005,s,gambiae,10,1,gravid,0
618,7,b,6,24,05/01/2007,s,funestus,10,1,gravid,0
621,7,e,6,24,05/01/2007,s,funestus,10,1,gravid,0
625,7,a,7,922,27/03/2005,s,gambiae,10,1,gravid,0
626,7,b,7,922,27/03/2005,s,gambiae,7,1,gravid,0
627,7,c,7,23,05/01/2007,s,funestus,10,1,gravid,1
628,7,d,7,4008,27/03/2005,s,gambiae,7,1,gravid,1
629,7,e,7,24,27/03/2005,s,gambiae,10,1,gravid,0
630,7,f,7,24,27/03/2005,s,gambiae,9,1,gravid,0
631,7,g,7,24,27/03/2005,s,gambiae,10,1,gravid,0
632,7,h,7,922,27/03/2005,s,gambiae,10,1,gravid,0
633,7,a,8,150,27/03/2006,s,funestus,10,1,gravid,0
634,7,b,8,3232,08/03/2006,s,funestus,10,1,gravid,0
635,7,c,8,3232,08/03/2006,s,funestus,10,1,gravid,1
636,7,d,8,3232,08/03/2006,s,funestus,10,1,gravid,2
637,7,e,8,234,27/03/2006,s,funestus,10,1,gravid,3
638,7,f,8,3280,05/01/2007,s,funestus,10,1,gravid,0
640,7,h,8,24,06/01/2005,s,gambiae,10,1,gravid,0
641,7,a,9,24,07/01/2005,s,gambiae,10,1,gravid,1
642,7,b,9,4008,28/03/2005,s,gambiae,10,1,gravid,0
646,7,f,9,3236,28/03/2006,s,funestus,10,1,gravid,0
647,7,g,9,3156,28/03/2006,s,funestus,10,1,gravid,2
648,7,h,9,3236,28/03/2006,s,funestus,10,1,gravid,2
649,7,a,10,297,30/03/2004,s,funestus,10,1,gravid,3
650,7,b,10,297,30/03/2004,s,funestus,9,1,gravid,0
656,7,h,10,922,30/03/2005,s,gambiae,7,1,gravid,0
657,7,a,11,3236,30/03/2006,s,funestus,10,1,gravid,0
658,7,b,11,3235,30/03/2006,s,funestus,10,1,gravid,0
660,7,d,11,12,30/03/2006,s,funestus,7,1,gravid,0
665,7,a,12,3236,08/01/2007,s,funestus,10,1,gravid,3
666,7,b,12,3236,08/01/2007,s,funestus,10,1,gravid,0
668,7,d,12,3236,31/03/2006,s,funestus,10,1,gravid,3
669,7,e,12,3236,31/03/2006,s,funestus,10,1,gravid,0
670,7,f,12,3236,31/03/2006,s,funestus,10,1,gravid,1
671,7,g,12,23,14/12/2006,s,funestus,10,1,gravid,0
672,7,h,12,3236,08/01/2007,s,funestus,10,1,gravid,1
979,8,c,3,13,11/03/2007,s,funestus,10,1,gravid,0
985,8,a,4,35,12/03/2007,s,funestus,10,1,gravid,1
986,8,b,4,3833,12/03/2007,s,funestus,8,1,gravid,1
987,8,c,4,3833,12/03/2007,s,funestus,10,1,gravid,2
996,8,d,5,922,13/03/2005,s,gambiae,10,1,gravid,0
997,8,e,5,922,13/03/2005,s,gambiae,10,1,gravid,0
998,8,f,5,922,13/03/2005,s,gambiae,10,1,gravid,0
999,8,g,5,922,13/03/2005,s,gambiae,10,1,gravid,0
999,8,g,5,408,12/12/2001,l,funestus,10,1,gravid,2
1000,8,h,5,922,13/03/2005,s,gambiae,10,1,gravid,0
1000,8,h,5,408,12/12/2001,l,funestus,10,1,gravid,3
1001,8,a,6,3232,14/03/2006,s,funestus,10,1,gravid,3
1001,8,a,6,408,12/12/2001,l,funestus,8,1,gravid,0
1002,8,b,6,ct4,14/03/2006,s,funestus,10,1,gravid,1
1003,8,c,6,3232,14/03/2006,s,funestus,10,1,gravid,0
1004,8,d,6,ct4,14/03/2006,s,funestus,10,1,gravid,0
1005,8,e,6,23,14/03/2006,s,funestus,10,1,gravid,0
1006,8,f,6,ct4,14/03/2006,s,funestus,10,1,gravid,1
1007,8,g,6,3210,14/03/2006,s,funestus,10,1,gravid,0
1008,8,h,6,ct4,14/03/2006,s,funestus,10,1,gravid,2
1011,8,c,7,ct4,15/03/2006,s,funestus,10,1,gravid,1
1012,8,d,7,3156,15/03/2007,s,funestus,10,1,gravid,3
1013,8,e,7,24,03/01/2005,s,gambiae,10,1,gravid,3
1014,8,f,7,24,03/01/2005,s,gambiae,10,1,gravid,0
1015,8,g,7,ct4,15/03/2006,s,funestus,10,1,gravid,0
1018,8,b,8,1375,16/03/2005,s,gambiae,6,1,gravid,0
1019,8,c,8,1375,16/03/2005,s,gambiae,10,1,gravid,0
1020,8,d,8,922,17/03/2005,s,gambiae,10,1,gravid,0
1025,8,a,9,23,17/03/2006,s,funestus,10,1,gravid,3
1026,8,b,9,3236,17/03/2006,s,funestus,10,1,gravid,1
1026,8,b,9,85,14/12/2001,l,funestus,10,1,gravid,0
1027,8,c,9,35,03/01/2007,s,funestus,7,1,gravid,0
1028,8,d,9,23,17/03/2006,s,funestus,10,1,gravid,2
1028,8,d,9,1108,28/12/2001,l,funestus,10,1,gravid,0
1029,8,e,9,23,17/03/2006,s,funestus,10,1,gravid,0
1029,8,e,9,1108,28/12/2001,l,funestus,10,1,gravid,2
1030,8,f,9,23,17/03/2006,s,funestus,10,1,gravid,0
1030,8,f,9,1108,28/12/2001,l,funestus,10,1,gravid,2
1031,8,g,9,sem numero,17/03/2009,l,funestus,5,1,gravid,0
1031,8,g,9,1108,28/12/2001,l,funestus,10,1,gravid,0
1032,8,h,9,1108,28/12/2001,l,funestus,10,1,gravid,0
1033,8,a,10,35,19/03/2007,s,funestus,10,1,gravid,0
1033,8,a,10,1108,28/12/2001,l,funestus,10,1,gravid,0
1034,8,b,10,3233,19/03/2007,s,funestus,9,1,gravid,3
1034,8,b,10,1108,28/12/2001,l,funestus,5,1,gravid,0
1035,8,c,10,85,17/12/2001,l,funestus,10,1,gravid,2
1036,8,d,10,85,17/12/2001,l,funestus,10,1,gravid,0
1037,8,e,10,85,17/12/2001,l,funestus,10,1,gravid,3
1038,8,f,10,85,17/12/2001,l,funestus,10,1,gravid,0
1039,8,g,10,85,17/12/2001,l,funestus,10,1,gravid,3
1040,8,h,10,85,17/12/2001,l,funestus,10,1,gravid,3
1041,8,a,11,1375,20/03/2005,s,gambiae,4,1,gravid,0
1041,8,a,11,85,17/12/2001,l,funestus,10,1,gravid,0
1042,8,b,11,4008,20/03/2005,s,gambiae,10,1,gravid,0
1042,8,b,11,85,17/12/2001,l,funestus,10,1,gravid,3
1043,8,c,11,ct4,20/03/2006,s,funestus,10,1,gravid,0
1043,8,c,11,85,17/12/2001,l,funestus,5,1,gravid,2
1044,8,d,11,922,20/03/2005,s,gambiae,10,1,gravid,0
1045,8,e,11,922,20/03/2005,s,gambiae,5,1,gravid,1
1045,8,e,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
1046,8,f,11,922,20/03/2005,s,gambiae,10,1,gravid,2
1046,8,f,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
1047,8,g,11,922,20/03/2005,s,gambiae,10,1,gravid,3
1047,8,g,11,ct2,12/12/2001,l,funestus,10,1,gravid,0
1048,8,h,11,922,20/03/2005,s,gambiae,10,1,gravid,0
1048,8,h,11,ct2,12/12/2001,l,funestus,10,1,gravid,1
1049,8,a,12,3833,20/03/2007,s,funestus,9,1,gravid,1
1050,8,b,12,3833,20/03/2007,s,funestus,10,1,gravid,3
1050,8,b,12,ct2,12/12/2001,l,funestus,10,1,gravid,3
1051,8,c,12,ct2,12/12/2001,l,funestus,10,1,gravid,0
1052,8,d,12,ct2,12/12/2001,l,funestus,10,1,gravid,0
1053,8,e,12,ct2,12/12/2001,l,funestus,10,1,gravid,0
1054,8,f,12,ct2,12/12/2001,l,funestus,10,1,gravid,1
1055,8,g,12,ct2,12/12/2001,l,funestus,10,1,gravid,0
1056,8,h,12,ct2,12/12/2001,l,funestus,10,1,gravid,0
1062,9,f,1,922,09/03/2005,s,gambiae,10,1,gravid,0
1062,9,f,1,30,18/12/2001,l,funestus,10,1,gravid,0
1063,9,g,1,922,09/03/2005,s,gambiae,10,1,gravid,0
1063,9,g,1,30,18/12/2001,l,funestus,6,1,gravid,3
1064,9,h,1,24,09/03/2006,s,funestus,7,1,gravid,0
1073,9,a,3,13,11/03/2007,s,funestus,10,1,gravid,0
1074,9,b,3,13,11/03/2007,s,funestus,10,1,gravid,0
1075,9,c,3,13,11/03/2007,s,funestus,10,1,gravid,0
1080,9,h,3,ct1,21/12/2001,l,funestus,10,1,gravid,0
1086,9,f,4,24,03/01/2005,s,gambiae,10,1,gravid,0
1087,9,g,4,24,03/01/2005,s,gambiae,10,1,gravid,0
1089,9,a,5,922,13/03/2005,s,gambiae,10,1,gravid,2
1090,9,b,5,922,13/03/2005,s,gambiae,10,1,gravid,0
1091,9,c,5,922,13/03/2005,s,gambiae,10,1,gravid,0
1092,9,d,5,922,13/03/2005,s,gambiae,10,1,gravid,0
1093,9,e,5,922,13/03/2005,s,gambiae,9,1,gravid,0
1094,9,f,5,922,13/03/2005,s,gambiae,10,1,gravid,0
1095,9,g,5,922,13/03/2005,s,gambiae,10,1,gravid,0
1096,9,h,5,922,13/03/2005,s,gambiae,10,1,gravid,0
1097,9,a,6,24,03/01/2005,s,gambiae,10,1,gravid,3
1098,9,b,6,24,14/03/2005,s,gambiae,10,1,gravid,1
1098,9,b,6,ct3,12/11/2001,l,funestus,5,1,gravid,0
1099,9,c,6,24,14/03/2005,s,gambiae,10,1,gravid,2
1100,9,d,6,1375,14/03/2005,s,gambiae,10,1,gravid,0
1101,9,e,6,3232,14/03/2006,s,funestus,10,1,gravid,1
1102,9,f,6,ct4,14/03/2006,s,funestus,10,1,gravid,0
1103,9,g,6,3232,14/03/2006,s,funestus,10,1,gravid,3
1104,9,h,6,ct4,14/03/2006,s,funestus,10,1,gravid,0
1105,9,a,7,3833,14/03/2007,s,funestus,10,1,gravid,0
1107,9,c,7,24,03/01/2005,s,gambiae,10,1,gravid,0
1108,9,d,7,24,03/01/2005,s,gambiae,10,1,gravid,0
1111,9,g,7,922,15/03/2005,s,gambiae,10,1,gravid,0
1112,9,h,7,922,15/03/2005,s,gambiae,9,1,gravid,0
1113,9,a,8,922,16/03/2005,s,gambiae,10,1,gravid,0
1114,9,b,8,922,16/03/2005,s,gambiae,10,1,gravid,0
1115,9,c,8,922,16/03/2005,s,gambiae,10,1,gravid,0
1116,9,d,8,922,16/03/2005,s,gambiae,10,1,gravid,0
1117,9,e,8,922,16/03/2005,s,gambiae,10,1,gravid,0
1118,9,f,8,922,16/03/2005,s,gambiae,10,1,gravid,3
1118,9,f,8,ct2,14/12/2001,l,funestus,10,1,gravid,0
1119,9,g,8,922,16/03/2005,s,gambiae,8,1,gravid,0
1119,9,g,8,ct2,14/12/2001,l,funestus,10,1,gravid,0
1120,9,h,8,1375,16/03/2005,s,gambiae,10,1,gravid,0
1120,9,h,8,ct2,14/12/2001,l,funestus,10,1,gravid,3
1121,9,a,9,23,17/03/2006,s,funestus,10,1,gravid,0
1121,9,a,9,ct2,14/12/2001,l,funestus,10,1,gravid,3
1124,9,d,9,1134,04/01/2005,s,gambiae,9,1,gravid,0
1125,9,e,9,43,04/01/2007,s,gambiae,10,1,gravid,0
1126,9,f,9,3232,04/01/2007,s,funestus,10,1,gravid,0
1127,9,g,9,3236,17/03/2006,s,funestus,10,1,gravid,1
1128,9,h,9,3236,17/03/2006,s,funestus,10,1,gravid,0
1133,9,e,10,23,19/03/2006,s,funestus,10,1,gravid,0
1134,9,f,10,23,19/03/2006,s,funestus,10,1,gravid,3
1135,9,g,10,23,19/03/2006,s,funestus,10,1,gravid,0
1136,9,h,10,23,19/03/2006,s,funestus,9,1,gravid,0
1137,9,a,11,3236,20/03/2006,s,funestus,10,1,gravid,0
1138,9,b,11,3236,20/03/2006,s,funestus,10,1,gravid,0
1139,9,c,11,3236,04/01/2007,s,funestus,10,1,gravid,0
1140,9,d,11,3236,04/01/2007,s,funestus,10,1,gravid,1
1141,9,e,11,3236,20/03/2006,s,funestus,10,1,gravid,0
1141,9,e,11,ct4,27/12/2001,l,funestus,10,1,gravid,0
1142,9,f,11,3236,20/03/2006,s,funestus,10,1,gravid,0
1142,9,f,11,ct4,27/12/2001,l,funestus,10,1,gravid,0
1143,9,g,11,3236,20/03/2006,s,funestus,10,1,gravid,0
1144,9,h,11,3236,20/03/2006,s,funestus,10,1,gravid,0
1147,9,c,12,234,21/03/2006,s,funestus,10,1,gravid,0
1148,9,d,12,3156,21/03/2006,s,funestus,10,1,gravid,0
777,11,a,2,23,09/03/2006,s,funestus,10,1,gravid,0
778,11,b,2,3236,09/03/2006,s,funestus,10,1,gravid,2
779,11,c,2,3236,09/03/2006,s,funestus,10,1,gravid,0
780,11,d,2,23,09/03/2006,s,funestus,10,1,gravid,0
781,11,e,2,23,09/03/2006,s,funestus,10,1,gravid,0
782,11,f,2,23,09/03/2006,s,funestus,8,1,gravid,0
783,11,g,2,24,09/03/2007,s,funestus,8,1,gravid,0
807,11,g,5,922,13/03/2005,s,gambiae,10,1,gravid,0
808,11,h,5,922,13/03/2005,s,gambiae,10,1,gravid,1
809,11,a,6,235,14/03/2006,s,funestus,10,1,gravid,1
810,11,b,6,3210,14/03/2006,s,funestus,10,1,gravid,3
811,11,c,6,ct4,14/03/2006,s,funestus,8,1,gravid,0
812,11,d,6,3210,14/03/2006,s,funestus,10,1,gravid,0
813,11,e,6,3210,14/03/2006,s,funestus,9,1,gravid,1
814,11,f,6,3833,14/03/2007,s,funestus,10,1,gravid,0
815,11,g,6,3833,14/03/2007,s,funestus,10,1,gravid,0
816,11,h,6,3833,14/03/2007,s,funestus,10,1,gravid,0
817,11,a,7,24,15/03/2005,s,gambiae,10,1,gravid,0
818,11,b,7,259,15/03/2005,s,funestus,10,1,gravid,0
819,11,c,7,259,15/03/2005,s,funestus,8,1,gravid,2
820,11,d,7,ct4,15/03/2006,s,funestus,10,1,gravid,0
821,11,e,7,234,15/03/2006,s,funestus,8,1,gravid,2
822,11,f,7,247,15/03/2006,s,funestus,10,1,gravid,0
823,11,g,7,247,15/03/2006,s,funestus,10,1,gravid,2
824,11,h,7,247,15/03/2006,s,funestus,10,1,gravid,3
825,11,a,8,1375,16/03/2005,s,gambiae,10,1,gravid,0
826,11,b,8,35,03/01/2007,s,funestus,10,1,gravid,0
827,11,c,8,3232,03/01/2007,s,funestus,10,1,gravid,0
828,11,d,8,3232,03/01/2007,s,funestus,10,1,gravid,0
829,11,e,8,35,03/01/2007,s,funestus,10,1,gravid,0
830,11,f,8,35,03/01/2007,s,funestus,10,1,gravid,0
833,11,a,9,23,17/03/2006,s,funestus,10,1,gravid,3
834,11,b,9,23,17/03/2006,s,funestus,10,1,gravid,3
835,11,c,9,3156,17/03/2006,s,funestus,10,1,gravid,0
836,11,d,9,3156,17/03/2006,s,funestus,10,1,gravid,0
837,11,e,9,3156,17/03/2006,s,funestus,10,1,gravid,0
838,11,f,9,3156,17/03/2006,s,funestus,6,1,gravid,0
839,11,g,9,3156,17/03/2006,s,funestus,10,1,gravid,1
840,11,h,9,3156,17/03/2006,s,funestus,10,1,gravid,2
843,11,c,10,295,18/03/2006,s,funestus,10,1,gravid,0
849,11,a,11,922,20/03/2005,s,gambiae,10,1,gravid,0
850,11,b,11,922,20/03/2005,s,gambiae,10,1,gravid,2
851,11,c,11,1324,20/03/2005,s,gambiae,5,1,gravid,0
855,11,g,11,ct4,20/03/2006,s,funestus,10,1,gravid,3
856,11,h,11,ct4,20/03/2006,s,funestus,6,1,gravid,0
857,11,a,12,922,21/03/2005,s,gambiae,10,1,gravid,0
858,11,b,12,922,21/03/2005,s,gambiae,10,1,gravid,0
859,11,c,12,24,21/03/2005,s,gambiae,10,1,gravid,0
860,11,d,12,24,21/03/2005,s,gambiae,10,1,gravid,0
861,11,e,12,24,21/03/2005,s,gambiae,10,1,gravid,1
862,11,f,12,3236,20/03/2006,s,funestus,10,1,gravid,2
863,11,g,12,3236,20/03/2006,s,funestus,10,1,gravid,3
864,11,h,12,3833,20/03/2007,s,funestus,10,1,gravid,0
1545,12,a,2,3232,10/03/2006,s,funestus,10,1,gravid,1
1545,12,a,2,1104,28/12/2001,l,funestus,10,1,gravid,2
1546,12,b,2,3234,10/03/2006,s,funestus,10,1,gravid,0
1546,12,b,2,1104,28/12/2001,l,funestus,10,1,gravid,3
1547,12,c,2,3232,10/03/2006,s,funestus,10,1,gravid,0
1547,12,c,2,1104,28/12/2001,l,funestus,10,1,gravid,0
1548,12,d,2,3156,10/03/2006,s,funestus,10,1,gravid,0
1548,12,d,2,1104,28/12/2001,l,funestus,10,1,gravid,0
1549,12,e,2,3156,10/03/2006,s,funestus,10,1,gravid,0
1549,12,e,2,1104,28/12/2001,l,funestus,10,1,gravid,0
1550,12,f,2,3156,10/03/2006,s,funestus,10,1,gravid,0
1551,12,g,2,3156,10/03/2006,s,funestus,6,1,gravid,3
1558,12,f,3,425,12/11/2001,l,funestus,10,1,gravid,0
1563,12,c,4,ct4,12/03/2006,s,funestus,10,1,gravid,3
1564,12,d,4,ct4,12/03/2006,s,funestus,10,1,gravid,3
1565,12,e,4,ct4,12/03/2006,s,funestus,10,1,gravid,3
1566,12,f,4,ct4,12/03/2006,s,funestus,10,1,gravid,0
1567,12,g,4,ct4,12/03/2006,s,funestus,10,1,gravid,0
1568,12,h,4,3833,12/03/2007,s,funestus,10,1,gravid,0
1569,12,a,5,922,13/03/2005,s,gambiae,10,1,gravid,1
1570,12,b,5,23,13/03/2006,s,funestus,10,1,gravid,3
1571,12,c,5,24,03/01/2005,s,gambiae,10,1,gravid,0
1572,12,d,5,24,03/01/2005,s,gambiae,10,1,gravid,0
1573,12,e,5,35,13/03/2007,s,funestus,6,1,gravid,0
1573,12,e,5,ct3,27/12/2001,l,funestus,8,1,gravid,0
1574,12,f,5,35,13/03/2007,s,funestus,10,1,gravid,1
1575,12,g,5,24,14/03/2005,s,gambiae,10,1,gravid,0
1576,12,h,5,1375,14/03/2005,s,gambiae,10,1,gravid,0
1577,12,a,6,3833,14/03/2007,s,funestus,10,1,gravid,2
1578,12,b,6,3833,14/03/2007,s,funestus,10,1,gravid,2
1579,12,c,6,3833,14/03/2007,s,funestus,10,1,gravid,3
1580,12,d,6,3833,14/03/2007,s,funestus,10,1,gravid,0
1581,12,e,6,3833,14/03/2007,s,funestus,10,1,gravid,0
1582,12,f,6,3232,14/03/2007,s,funestus,10,1,gravid,0
1583,12,g,6,3232,14/03/2007,s,funestus,10,1,gravid,0
1584,12,h,6,3833,14/03/2007,s,funestus,10,1,gravid,0
1585,12,a,7,922,15/03/2005,s,gambiae,10,1,gravid,1
1590,12,f,7,1013,12/11/2001,l,funestus,10,1,gravid,3
1593,12,a,8,922,17/03/2005,s,gambiae,10,1,gravid,0
1594,12,b,8,922,17/03/2006,s,gambiae,10,1,gravid,0
1595,12,c,8,922,17/03/2006,s,gambiae,10,1,gravid,0
1596,12,d,8,922,17/03/2006,s,gambiae,9,1,gravid,1
1597,12,e,8,922,17/03/2006,s,gambiae,10,1,gravid,3
1598,12,f,8,23,17/03/2006,s,funestus,10,1,gravid,3
1599,12,g,8,23,17/03/2006,s,funestus,10,1,gravid,0
1599,12,g,8,ct3,28/12/2001,l,funestus,4,1,gravid,0
1600,12,h,8,35,03/01/2007,s,funestus,10,1,gravid,2
1601,12,a,9,3236,04/01/2007,s,funestus,10,1,gravid,0
1602,12,b,9,3236,04/01/2007,s,funestus,10,1,gravid,0
1603,12,c,9,23,17/03/2006,s,funestus,10,1,gravid,3
1603,12,c,9,1104,27/12/2001,l,funestus,10,1,gravid,3
1604,12,d,9,23,17/03/2006,s,funestus,10,1,gravid,0
1604,12,d,9,1104,27/12/2001,l,funestus,10,1,gravid,2
1605,12,e,9,23,17/03/2006,s,funestus,10,1,gravid,3
1606,12,f,9,23,17/03/2006,s,funestus,10,1,gravid,0
1607,12,g,9,23,17/03/2006,s,funestus,10,1,gravid,0
1608,12,h,9,23,17/03/2006,s,funestus,10,1,gravid,0
1609,12,a,10,3236,19/03/2006,s,funestus,10,1,gravid,1
1610,12,b,10,3236,19/03/2006,s,funestus,10,1,gravid,0
1611,12,c,10,3236,19/03/2006,s,funestus,10,1,gravid,2
1612,12,d,10,3804,07/03/2007,s,funestus,10,1,gravid,0
1613,12,e,10,3804,07/03/2007,s,funestus,10,1,gravid,0
1616,12,h,10,35,28/06/2006,s,funestus,10,1,gravid,0
1617,12,a,11,3889,20/07/2009,s,funestus,10,1,gravid,0
1620,12,d,11,62,23/11/2009,s,funestus,10,1,gravid,0
1621,12,e,11,62,23/11/2009,s,funestus,10,1,gravid,0
1622,12,f,11,62,23/11/2009,s,funestus,10,1,gravid,0
1623,12,g,11,62,23/11/2009,s,funestus,10,1,gravid,0
1624,12,h,11,326,14/12/2004,s,gambiae,10,1,gravid,0
1624,12,h,11,150,15/09/2009,s,funestus,10,1,gravid,0
1625,12,a,12,150,15/09/2009,s,funestus,10,1,gravid,0
1626,12,b,12,150,15/09/2009,s,funestus,10,1,gravid,0
1627,12,c,12,150,15/09/2009,s,funestus,4,1,gravid,0
1628,12,d,12,3889,08/03/2009,s,funestus,10,1,gravid,0
1629,12,e,12,3889,08/03/2009,s,funestus,10,1,gravid,0
1630,12,f,12,3889,08/03/2009,s,funestus,10,1,gravid,0
1631,12,g,12,3889,08/03/2009,s,funestus,10,1,gravid,0
873,13,a,2,3235,03/06/2006,s,funestus,10,1,gravid,0
875,13,c,2,3804,23/10/2009,s,funestus,10,1,gravid,0
876,13,d,2,24,09/10/2009,s,funestus,10,1,gravid,0
877,13,e,2,24,#NUM!,s,funestus,10,1,gravid,0
878,13,f,2,3804,06/11/2009,s,funestus,10,1,gravid,1
879,13,g,2,3804,#NUM!,s,funestus,10,1,gravid,0
880,13,h,2,3804,#NUM!,s,funestus,3,1,gravid,0
881,13,a,3,3889,22/07/2009,s,funestus,10,1,gravid,0
882,13,b,3,3889,#NUM!,s,funestus,8,1,gravid,0
883,13,c,3,3935,19/10/2009,s,funestus,10,1,gravid,0
884,13,d,3,3935,#NUM!,s,funestus,10,1,gravid,0
885,13,e,3,3935,#NUM!,s,funestus,10,1,gravid,3
886,13,f,3,3935,#NUM!,s,funestus,7,1,gravid,2
887,13,g,3,4003,01/08/2010,s,funestus,5,1,gravid,3
889,13,a,4,35,04/06/2007,s,funestus,10,1,gravid,0
890,13,b,4,35,04/06/2007,s,funestus,10,1,gravid,0
892,13,d,4,1108,#NUM!,s,funestus,10,1,gravid,0
893,13,e,4,1108,#NUM!,s,funestus,4,1,gravid,0
894,13,f,4,85,17/12/2001,l,funestus,10,1,gravid,3
895,13,g,4,85,17/12/2001,l,funestus,10,1,gravid,3
896,13,h,4,85,17/12/2001,l,funestus,10,1,gravid,0
897,13,a,5,35,05/06/2007,s,funestus,10,1,gravid,0
898,13,b,5,3232,05/06/2007,s,funestus,10,1,gravid,0
900,13,d,5,85,17/12/2001,l,funestus,10,1,gravid,3
901,13,e,5,35,04/06/2007,s,funestus,10,1,gravid,0
902,13,f,5,35,04/06/2007,s,funestus,10,1,gravid,0
903,13,g,5,3232,05/06/2007,s,funestus,10,1,gravid,0
905,13,a,6,24,08/06/2006,s,funestus,5,1,gravid,0
906,13,b,6,3833,06/06/2007,s,funestus,10,1,gravid,0
907,13,c,6,85,17/12/2001,l,funestus,5,1,gravid,2
908,13,d,6,4587,08/06/2006,s,funestus,10,1,gravid,1
909,13,e,6,3235,08/06/2006,s,funestus,10,1,gravid,0
910,13,f,6,3235,08/06/2006,s,funestus,10,1,gravid,0
911,13,g,6,3235,08/06/2006,s,funestus,10,1,gravid,0
912,13,h,6,35,06/06/2007,s,funestus,10,1,gravid,0
913,13,a,7,3216,09/06/2006,s,funestus,10,1,gravid,0
